course_num,course_name,provider_id,univ_id,level,specialist_education,prof_year,duration,tuition_fee,regional
ZZ028,Bachelor of Arts,104685155@student.swin.edu.au,18,Bachelor,None,FALSE,4,60k-100k,FALSE
NU886,Bachelor of Arts,104685155@student.swin.edu.au,18,Bachelor,None,FALSE,6,60k-100k,FALSE
LN232,Master of Science,104685155@student.swin.edu.au,18,Master,ICT,FALSE,4,>100k,TRUE
RQ916,Master of Business,104685155@student.swin.edu.au,18,Master,None,TRUE,4,>100k,TRUE
JN632,Master of Data Science,104685155@student.swin.edu.au,18,Master,Science,FALSE,4,>100k,FALSE
YU672,Master of Data Science,104685155@student.swin.edu.au,18,Master,Science,FALSE,4,<60k,FALSE
IR276,Master of IT,104685155@student.swin.edu.au,18,Master,ICT,FALSE,2,60k-100k,FALSE
JB627,Doctorate in Science,104685155@student.swin.edu.au,18,Doctorate,Science,TRUE,6,>100k,FALSE
WC135,Doctorate in Science,104685155@student.swin.edu.au,18,Doctorate,None,TRUE,4,<60k,TRUE
OD455,Doctorate in Science,104685155@student.swin.edu.au,18,Doctorate,Technology,FALSE,6,>100k,TRUE
PO143,Doctorate in Engineering,104685155@student.swin.edu.au,18,Doctorate,Engineering,FALSE,6,<60k,FALSE
YL206,Doctorate in IT,104685155@student.swin.edu.au,18,Doctorate,ICT,TRUE,6,<60k,FALSE
HC395,Bachelor of Engineering,104685155@student.swin.edu.au,19,Bachelor,Engineering,FALSE,6,60k-100k,FALSE
LR364,Bachelor of Engineering,104685155@student.swin.edu.au,19,Bachelor,Engineering,FALSE,4,60k-100k,FALSE
DS245,Bachelor of IT,104685155@student.swin.edu.au,19,Bachelor,None,FALSE,6,60k-100k,FALSE
FN959,Bachelor of Engineering,104685155@student.swin.edu.au,19,Bachelor,Engineering,FALSE,6,>100k,FALSE
EP036,Bachelor of Science,104685155@student.swin.edu.au,19,Bachelor,Technology,FALSE,6,<60k,FALSE
RZ608,Master of Science,104685155@student.swin.edu.au,19,Master,None,TRUE,4,60k-100k,TRUE
DP967,Master of IT,104685155@student.swin.edu.au,19,Master,None,FALSE,2,60k-100k,FALSE
MW953,Master of Business,104685155@student.swin.edu.au,19,Master,None,FALSE,4,60k-100k,TRUE
CJ965,Master of Engineering,104685155@student.swin.edu.au,19,Master,Engineering,FALSE,2,<60k,FALSE
LJ721,Master of Business,104685155@student.swin.edu.au,19,Master,None,TRUE,4,60k-100k,TRUE
OF997,Doctorate in Science,104685155@student.swin.edu.au,19,Doctorate,None,FALSE,4,>100k,FALSE
SP921,Doctorate in Science,104685155@student.swin.edu.au,19,Doctorate,Engineering,FALSE,4,60k-100k,FALSE
FB557,Doctorate in Business,104685155@student.swin.edu.au,19,Doctorate,None,TRUE,6,<60k,FALSE
SH982,Doctorate in IT,104685155@student.swin.edu.au,19,Doctorate,ICT,FALSE,4,60k-100k,TRUE
ZG986,Doctorate in Science,104685155@student.swin.edu.au,19,Doctorate,None,FALSE,6,60k-100k,TRUE
QA820,Bachelor of IT,104685155@student.swin.edu.au,20,Bachelor,None,FALSE,4,<60k,FALSE
OU812,Bachelor of Engineering,104685155@student.swin.edu.au,20,Bachelor,Engineering,FALSE,4,60k-100k,FALSE
OG288,Bachelor of Business,104685155@student.swin.edu.au,20,Bachelor,None,FALSE,4,60k-100k,FALSE
HE454,Bachelor of Business,104685155@student.swin.edu.au,20,Bachelor,None,FALSE,6,>100k,FALSE
JU133,Bachelor of IT,104685155@student.swin.edu.au,20,Bachelor,None,FALSE,4,60k-100k,FALSE
LM949,Master of Data Science,104685155@student.swin.edu.au,20,Master,Science,FALSE,2,60k-100k,FALSE
LL397,Master of Engineering,104685155@student.swin.edu.au,20,Master,Engineering,FALSE,4,<60k,TRUE
ZR748,Master of Science,104685155@student.swin.edu.au,20,Master,Science,FALSE,4,60k-100k,TRUE
AA936,Master of Science,104685155@student.swin.edu.au,20,Master,Technology,FALSE,4,<60k,FALSE
GQ912,Master of Science,104685155@student.swin.edu.au,20,Master,Technology,FALSE,2,>100k,FALSE
AV130,Doctorate in Data Science,104685155@student.swin.edu.au,20,Doctorate,None,FALSE,4,<60k,FALSE
MC688,Doctorate in Data Science,104685155@student.swin.edu.au,20,Doctorate,Science,FALSE,6,>100k,TRUE
IB435,Doctorate in Business,104685155@student.swin.edu.au,20,Doctorate,None,FALSE,6,>100k,FALSE
YU012,Doctorate in Engineering,104685155@student.swin.edu.au,20,Doctorate,Engineering,TRUE,6,<60k,TRUE
XB840,Doctorate in Business,104685155@student.swin.edu.au,20,Doctorate,None,TRUE,4,<60k,FALSE
BE329,Bachelor of Arts,104685155@student.swin.edu.au,21,Bachelor,None,FALSE,6,60k-100k,FALSE
WT869,Bachelor of Arts,104685155@student.swin.edu.au,21,Bachelor,None,FALSE,4,<60k,FALSE
AM041,Bachelor of Engineering,104685155@student.swin.edu.au,21,Bachelor,Engineering,FALSE,4,>100k,FALSE
ZV045,Bachelor of Business,104685155@student.swin.edu.au,21,Bachelor,None,FALSE,4,<60k,FALSE
WK546,Bachelor of Engineering,104685155@student.swin.edu.au,21,Bachelor,Engineering,FALSE,4,>100k,FALSE
OM397,Master of Engineering,104685155@student.swin.edu.au,21,Master,Engineering,TRUE,4,60k-100k,TRUE
RX704,Master of Data Science,104685155@student.swin.edu.au,21,Master,None,TRUE,2,>100k,FALSE
HO744,Master of Business,104685155@student.swin.edu.au,21,Master,None,FALSE,2,>100k,FALSE
FL952,Master of Science,104685155@student.swin.edu.au,21,Master,ICT,TRUE,2,>100k,TRUE
OV229,Master of IT,104685155@student.swin.edu.au,21,Master,ICT,FALSE,2,<60k,FALSE
YL262,Doctorate in Science,104685155@student.swin.edu.au,21,Doctorate,Engineering,FALSE,6,60k-100k,TRUE
CX769,Doctorate in Data Science,104685155@student.swin.edu.au,21,Doctorate,None,TRUE,6,<60k,TRUE
LC628,Doctorate in Data Science,104685155@student.swin.edu.au,21,Doctorate,Science,TRUE,6,<60k,FALSE
OA621,Doctorate in Business,104685155@student.swin.edu.au,21,Doctorate,None,FALSE,4,<60k,FALSE
MR087,Doctorate in Science,104685155@student.swin.edu.au,21,Doctorate,None,TRUE,4,60k-100k,FALSE
FW229,Bachelor of Engineering,104685155@student.swin.edu.au,22,Bachelor,Engineering,FALSE,4,60k-100k,FALSE
ZS796,Bachelor of Business,104685155@student.swin.edu.au,22,Bachelor,None,FALSE,4,>100k,FALSE
HV475,Bachelor of Science,104685155@student.swin.edu.au,22,Bachelor,Mathematics,FALSE,4,60k-100k,FALSE
SL044,Bachelor of Engineering,104685155@student.swin.edu.au,22,Bachelor,Engineering,FALSE,4,60k-100k,FALSE
YK680,Bachelor of Engineering,104685155@student.swin.edu.au,22,Bachelor,Engineering,FALSE,6,>100k,FALSE
SH925,Master of Science,104685155@student.swin.edu.au,22,Master,None,FALSE,4,>100k,TRUE
OH035,Master of Engineering,104685155@student.swin.edu.au,22,Master,Engineering,FALSE,2,<60k,FALSE
FN338,Master of Business,104685155@student.swin.edu.au,22,Master,None,TRUE,4,60k-100k,FALSE
QS175,Master of Engineering,104685155@student.swin.edu.au,22,Master,Engineering,FALSE,2,>100k,FALSE
SG495,Master of Data Science,104685155@student.swin.edu.au,22,Master,Science,TRUE,4,60k-100k,FALSE
PH142,Doctorate in Business,104685155@student.swin.edu.au,22,Doctorate,None,FALSE,6,60k-100k,TRUE
HS417,Doctorate in Business,104685155@student.swin.edu.au,22,Doctorate,None,TRUE,4,60k-100k,TRUE
YG552,Doctorate in Data Science,104685155@student.swin.edu.au,22,Doctorate,None,TRUE,4,60k-100k,TRUE
SF059,Doctorate in IT,104685155@student.swin.edu.au,22,Doctorate,ICT,FALSE,4,<60k,TRUE
UP808,Doctorate in Business,104685155@student.swin.edu.au,22,Doctorate,None,TRUE,6,<60k,TRUE
AG888,Bachelor of Science,104685155@student.swin.edu.au,23,Bachelor,Technology,FALSE,6,60k-100k,FALSE
MP789,Bachelor of IT,104685155@student.swin.edu.au,23,Bachelor,None,FALSE,4,>100k,FALSE
QM616,Bachelor of Science,104685155@student.swin.edu.au,23,Bachelor,Mathematics,FALSE,6,>100k,FALSE
AJ514,Bachelor of IT,104685155@student.swin.edu.au,23,Bachelor,ICT,FALSE,4,<60k,FALSE
OB812,Bachelor of Engineering,104685155@student.swin.edu.au,23,Bachelor,Engineering,FALSE,6,<60k,FALSE
BU332,Master of Engineering,104685155@student.swin.edu.au,23,Master,Engineering,TRUE,2,<60k,TRUE
QY339,Master of Science,104685155@student.swin.edu.au,23,Master,ICT,TRUE,2,<60k,FALSE
AJ491,Master of Business,104685155@student.swin.edu.au,23,Master,None,TRUE,2,<60k,TRUE
VA362,Master of Engineering,104685155@student.swin.edu.au,23,Master,Engineering,TRUE,4,>100k,FALSE
SY455,Master of Business,104685155@student.swin.edu.au,23,Master,None,TRUE,2,>100k,TRUE
AV800,Doctorate in Business,104685155@student.swin.edu.au,23,Doctorate,None,TRUE,6,60k-100k,FALSE
XE401,Doctorate in Data Science,104685155@student.swin.edu.au,23,Doctorate,None,TRUE,4,<60k,TRUE
DH875,Doctorate in Data Science,104685155@student.swin.edu.au,23,Doctorate,Science,FALSE,6,<60k,TRUE
MM474,Doctorate in Data Science,104685155@student.swin.edu.au,23,Doctorate,None,FALSE,4,60k-100k,FALSE
EY932,Doctorate in Business,104685155@student.swin.edu.au,23,Doctorate,None,TRUE,6,>100k,FALSE
MO326,Bachelor of Engineering,104685155@student.swin.edu.au,24,Bachelor,Engineering,FALSE,4,60k-100k,FALSE
LM027,Bachelor of Arts,104685155@student.swin.edu.au,24,Bachelor,None,FALSE,4,<60k,FALSE
MM442,Bachelor of Engineering,104685155@student.swin.edu.au,24,Bachelor,Engineering,FALSE,6,60k-100k,FALSE
RB777,Bachelor of Engineering,104685155@student.swin.edu.au,24,Bachelor,Engineering,FALSE,4,>100k,FALSE
WB877,Bachelor of Science,104685155@student.swin.edu.au,24,Bachelor,Engineering,FALSE,4,60k-100k,FALSE
KX548,Master of Business,104685155@student.swin.edu.au,24,Master,None,FALSE,4,60k-100k,TRUE
LY304,Master of Data Science,104685155@student.swin.edu.au,24,Master,None,TRUE,4,<60k,TRUE
EP530,Master of Science,104685155@student.swin.edu.au,24,Master,Engineering,FALSE,4,<60k,TRUE
AK361,Master of Data Science,104685155@student.swin.edu.au,24,Master,Science,TRUE,2,>100k,TRUE
OO429,Master of IT,104685155@student.swin.edu.au,24,Master,ICT,TRUE,2,>100k,TRUE
FA745,Doctorate in Engineering,104685155@student.swin.edu.au,24,Doctorate,Engineering,FALSE,6,<60k,TRUE
OC357,Doctorate in Engineering,104685155@student.swin.edu.au,24,Doctorate,Engineering,FALSE,6,60k-100k,FALSE
QK975,Doctorate in Engineering,104685155@student.swin.edu.au,24,Doctorate,Engineering,FALSE,6,60k-100k,FALSE
PZ183,Doctorate in Engineering,104685155@student.swin.edu.au,24,Doctorate,Engineering,TRUE,6,60k-100k,TRUE
OC325,Doctorate in Data Science,104685155@student.swin.edu.au,24,Doctorate,Science,FALSE,6,>100k,FALSE
QQ013,Bachelor of IT,104685155@student.swin.edu.au,25,Bachelor,None,FALSE,6,<60k,FALSE
FT086,Bachelor of Science,104685155@student.swin.edu.au,25,Bachelor,None,FALSE,4,>100k,FALSE
DZ961,Bachelor of IT,104685155@student.swin.edu.au,25,Bachelor,ICT,FALSE,4,<60k,FALSE
ZI782,Bachelor of Science,104685155@student.swin.edu.au,25,Bachelor,ICT,FALSE,6,<60k,FALSE
MU153,Bachelor of IT,104685155@student.swin.edu.au,25,Bachelor,ICT,FALSE,6,60k-100k,FALSE
RV801,Master of Data Science,104685155@student.swin.edu.au,25,Master,None,TRUE,4,60k-100k,TRUE
OD365,Master of Science,104685155@student.swin.edu.au,25,Master,Technology,FALSE,2,60k-100k,TRUE
IO410,Master of Science,104685155@student.swin.edu.au,25,Master,Engineering,TRUE,4,60k-100k,TRUE
RO222,Master of Data Science,104685155@student.swin.edu.au,25,Master,Science,TRUE,4,60k-100k,TRUE
TQ123,Master of IT,104685155@student.swin.edu.au,25,Master,None,FALSE,4,60k-100k,FALSE
EE557,Doctorate in Engineering,104685155@student.swin.edu.au,25,Doctorate,Engineering,TRUE,4,60k-100k,TRUE
NA143,Doctorate in Engineering,104685155@student.swin.edu.au,25,Doctorate,Engineering,FALSE,4,>100k,TRUE
GK441,Doctorate in IT,104685155@student.swin.edu.au,25,Doctorate,None,TRUE,6,60k-100k,TRUE
ZD409,Doctorate in Data Science,104685155@student.swin.edu.au,25,Doctorate,Science,FALSE,4,<60k,TRUE
RH687,Doctorate in Business,104685155@student.swin.edu.au,25,Doctorate,None,FALSE,4,>100k,FALSE
